rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
264,161,7.849899999999998,0.5,5.462803750392368,10.925607500784736,100.0,20,20,100.0,,,,
265,28,7.8349,0.5,5.466499183410178,10.932998366820357,100.0,20,20,100.0,,,,
266,31,7.812499999999998,0.5,5.469820778742173,10.939641557484347,100.0,20,20,100.0,,,,
267,3,7.81235,0.5,5.975470787711768,11.950941575423537,100.0,20,20,100.0,,,,
268,135,7.808750000000001,0.5,5.34896275098499,10.69792550196998,100.0,20,20,100.0,,,,
269,145,7.804350000000002,0.5,5.446357976248009,10.892715952496019,100.0,20,20,100.0,,,,
270,52,7.803750000000003,0.5,5.3505720912236985,10.701144182447397,100.0,20,20,100.0,,,,
271,53,7.782299999999999,0.5,5.37444562479517,10.74889124959034,100.0,20,20,100.0,,,,
272,41,7.775,0.5,5.437745122313919,10.875490244627837,100.0,20,20,100.0,,,,
273,156,7.756299999999999,0.5,5.227544021546845,10.45508804309369,100.0,20,20,100.0,,,,
274,56,7.753100000000001,0.5,5.253307891326211,10.506615782652421,100.0,20,20,100.0,,,,
275,54,7.752549999999999,0.5,5.578738464498047,11.157476928996093,100.0,20,20,100.0,,,,
276,7,7.750749999999999,0.5,6.226500391894132,12.453000783788264,100.0,20,20,100.0,,,,
277,233,7.749049999999999,0.5,5.747402991479926,11.494805982959852,100.0,20,20,100.0,,,,
278,9,7.712550000000002,0.5,5.801075078062963,11.602150156125926,100.0,20,20,100.0,,,,
279,77,7.700999999999999,0.5,5.342915604087347,10.685831208174694,100.0,20,20,100.0,,,,
280,128,7.697049999999997,0.5,5.548835873896184,11.097671747792369,100.0,20,20,100.0,,,,
281,108,7.696849999999998,0.5,5.331458557836766,10.662917115673531,100.0,20,20,100.0,,,,
282,40,7.6913499999999955,0.5,5.451458221489043,10.902916442978086,100.0,20,20,100.0,,,,
283,116,7.6744,0.5,5.253307891326211,10.506615782652421,100.0,20,20,100.0,,,,
284,101,7.6654,0.5,5.0518644032349265,10.103728806469853,100.0,20,20,100.0,,,,
285,18,7.609800000000003,0.5,5.799351176895623,11.598702353791246,100.0,20,20,100.0,,,,
286,51,7.556249999999999,0.5,5.494404770533786,10.988809541067573,100.0,20,20,100.0,,,,
287,5,7.5524499999999986,0.5,5.930016115826032,11.860032231652063,100.0,20,20,100.0,,,,
288,20,7.5244,0.5,5.614236157831999,11.228472315663998,100.0,20,20,100.0,,,,
289,25,7.515350000000003,0.5,5.965554225629009,11.931108451258018,100.0,20,20,100.0,,,,
290,71,7.508600000000001,0.5,5.343377290650889,10.686754581301779,100.0,20,20,100.0,,,,
291,36,7.4611000000000045,0.5,5.265728094993749,10.531456189987498,100.0,20,20,100.0,,,,
292,72,7.451300000000001,0.5,5.259961873180116,10.519923746360233,100.0,20,20,100.0,,,,
293,159,7.449599999999999,0.5,5.637921555887514,11.275843111775028,100.0,20,20,100.0,,,,
294,94,7.429200000000002,0.5,5.026613657482018,10.053227314964037,100.0,20,20,100.0,,,,
295,32,7.428200000000004,0.5,5.681755233192064,11.363510466384128,100.0,20,20,100.0,,,,
296,61,7.4276,0.5,5.429129338591526,10.858258677183052,100.0,20,20,100.0,,,,
297,42,7.42745,0.5,5.671936516031993,11.343873032063986,100.0,20,20,100.0,,,,
298,93,7.408799999999998,0.5,5.346151133062284,10.692302266124567,100.0,20,20,100.0,,,,
299,75,7.4060999999999995,0.5,5.332607589218318,10.665215178436636,100.0,20,20,100.0,,,,
300,67,7.404749999999998,0.5,5.243373161884877,10.486746323769754,100.0,20,20,100.0,,,,
