rank,world_id,avg_time,avg_nav_metric,avg_optimal_time,avg_path_length,success_rate,num_episodes,success_count,success_percentage,flip_count,flip_percentage,timeout_count,timeout_percentage
230,247,7.890700000000001,0.5,8.397443524808834,16.794887049617667,100.0,20,20,100.0,,,,
231,56,7.889299999999997,0.5,7.71564883760511,15.43129767521022,100.0,20,20,100.0,,,,
232,21,7.886500000000001,0.5,8.229891454081493,16.459782908162985,100.0,20,20,100.0,,,,
233,29,7.883700000000002,0.5,8.308236263347748,16.616472526695496,100.0,20,20,100.0,,,,
234,270,7.881100000000001,0.5,8.352763465622921,16.705526931245842,100.0,20,20,100.0,,,,
235,70,7.8807,0.5,7.915519748403831,15.831039496807662,100.0,20,20,100.0,,,,
236,139,7.880100000000003,0.5,7.631821335515022,15.263642671030045,100.0,20,20,100.0,,,,
237,161,7.879099999999997,0.5,7.944483890772908,15.888967781545816,100.0,20,20,100.0,,,,
238,1,7.878699999999998,0.5,8.713553561324947,17.427107122649893,100.0,20,20,100.0,,,,
239,274,7.873700000000004,0.5,8.138067037123895,16.27613407424779,100.0,20,20,100.0,,,,
240,82,7.869399999999999,0.5,9.139560188032311,18.279120376064622,100.0,20,20,100.0,,,,
241,57,7.8687999999999985,0.5,7.813408423358913,15.626816846717826,100.0,20,20,100.0,,,,
242,52,7.868199999999999,0.5,7.80089700062789,15.60179400125578,100.0,20,20,100.0,,,,
243,226,7.867900000000003,0.5,7.89423000292865,15.7884600058573,100.0,20,20,100.0,,,,
244,96,7.866599999999998,0.5,8.004131073274428,16.008262146548855,100.0,20,20,100.0,,,,
245,110,7.861199999999998,0.5,8.294003213720703,16.588006427441407,100.0,20,20,100.0,,,,
246,44,7.857899999999998,0.5,8.40006716982615,16.8001343396523,100.0,20,20,100.0,,,,
247,116,7.8570999999999955,0.5,7.71564883760511,15.43129767521022,100.0,20,20,100.0,,,,
248,135,7.846499999999997,0.5,7.843253633590078,15.686507267180156,100.0,20,20,100.0,,,,
249,15,7.8424000000000005,0.5,8.193738509248822,16.387477018497645,100.0,20,20,100.0,,,,
250,14,7.829799999999997,0.5,8.501843751404886,17.003687502809772,100.0,20,20,100.0,,,,
251,97,7.825699999999998,0.5,7.784369540133274,15.568739080266548,100.0,20,20,100.0,,,,
252,8,7.820499999999997,0.5,8.10975908271148,16.21951816542296,100.0,20,20,100.0,,,,
253,74,7.8088999999999995,0.5,8.594001152648168,17.188002305296337,100.0,20,20,100.0,,,,
254,10,7.799299999999998,0.5,8.020103688369982,16.040207376739964,100.0,20,20,100.0,,,,
